,0
456,5.961
457,5.153
458,6.029
459,6.085
460,5.356
461,5.187
462,5.056
463,5.412
464,4.04
465,6.327
466,4.187
467,3.7
468,4.031
469,2.745
470,3.613
471,4.94
472,2.751
473,3.112
474,5.909
475,6.053
476,3.757
477,4.28
478,4.46
479,4.546
480,4.421
481,5.917
482,4.598
483,5.959
484,4.974
485,7.116
486,5.468
487,4.884
488,2.447
489,4.811
490,4.261
491,6.302
492,5.755
493,5.956
494,6.015
495,4.182
496,5.47
497,4.151
498,4.433
499,7.563
500,1.832
501,2.261
502,3.864
503,4.365
504,3.155
505,4.12
506,6.671
507,4.39
508,5.045
509,3.526
510,6.046
511,7.199
512,3.663
513,5.706
514,4.299
515,5.119
516,8.033
517,7.423
518,7.733
519,5.86
520,6.201
521,4.777
522,7.514
523,2.85
524,1.778
525,6.081
526,6.134
527,6.531
528,3.629
529,5.354
530,5.405
531,5.758
532,8.622
533,4.429
534,5.598
535,5.085
536,4.369
537,5.962
538,5.024
539,1.723
540,4.14
541,6.755
542,6.751
543,5.946
544,7.79
545,2.63
546,5.929
547,4.125
548,2.833
549,5.475
550,3.225
551,6.142
552,4.425
553,5.477
554,5.17
555,4.101
556,4.942
557,4.267
558,5.373
559,3.662
560,3.526
561,5.506
562,6.487
563,5.677
564,3.516
565,2.639
566,1.993
567,4.176
568,3.714
569,7.171
570,4.022
571,5.511
572,4.689
573,5.72
574,2.136
575,6.811
576,6.343
577,5.157
578,6.291
579,4.871
580,6.587
581,4.393
582,4.462
583,7.638
584,6.013
585,8.035
586,3.998
587,6.775
588,6.656
589,5.807
590,3.944
591,4.002
592,5.089
593,8.295
594,4.306
595,4.367
596,4.493
597,5.051
598,4.191
599,3.719
600,7.065
601,5.445
602,6.386
603,6.583
604,7.55
605,6.919
606,2.384
607,3.253
608,1.206
609,6.41
610,3.697
611,6.075
612,5.035
613,4.335
614,8.111
615,6.398
616,7.762
617,3.134
618,5.589
619,5.052
620,4.917
621,5.828
622,3.423
623,2.628
624,3.436
625,5.737
626,6.368
627,5.819
628,3.551
629,4.579
630,1.502
631,2.0
632,4.916
633,6.937
634,6.207
635,1.353
636,2.77
637,6.76
638,3.272
639,5.261
640,4.75
641,5.45
642,4.591
643,8.659
644,4.17
645,8.868
646,5.315
647,2.355
648,8.33
649,4.927
650,4.855
651,5.302
652,7.42
653,4.559
654,3.912
655,4.474
656,1.37
657,5.051
658,5.949
659,7.458
660,5.768
661,2.472
662,3.951
663,5.535
664,5.633
665,6.048
666,5.119
667,4.331
668,4.479
669,4.464
670,4.048
671,5.941
672,3.283
673,6.541
674,3.695
675,4.827
676,3.487
677,5.139
678,7.227
679,5.636
680,5.391
681,4.99
682,6.275
683,2.837
684,3.216
685,3.231
686,6.567
687,5.502
688,4.9
689,3.809
690,6.57
691,7.252
692,6.564
693,6.082
694,5.986
695,2.366
696,4.904
697,4.635
698,3.307
699,3.935
700,2.063
701,4.31
702,3.201
703,4.067
704,6.478
705,3.619
706,5.444
707,3.618
708,7.561
709,3.499
710,2.757
711,6.715
712,3.36
713,7.386
714,7.006
715,5.284
716,3.23
717,4.415
718,4.403
719,4.153
720,3.158
721,4.536
722,1.371
723,4.272
724,7.782
725,4.066
726,5.841
727,4.101
728,4.976
729,4.314
730,7.069
731,6.375
732,5.576
733,6.379
734,6.908
735,8.498
736,2.404
737,4.24
738,4.467
739,4.175
740,6.528
741,4.971
742,3.246
743,4.223
744,9.652
745,3.664
746,5.43
747,5.132
748,5.411
749,3.054
